Data e hora de Execução: 19-06-2024-14:21:43
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.000263,0.000098,0.000425,0.000202,0.000060,0.000653,0.000150,0.000081,0.000063,0.000224,0.000142,0.000651,0.000158,0.000088,0.000341,0.000211,0.000223,0.000603,
100000,0.001580,0.001889,0.004834,0.002929,0.000598,0.007186,0.002665,0.000877,0.000868,0.005437,0.001531,0.006616,0.003286,0.001003,0.003848,0.005978,0.002992,0.006229,
500000,0.019315,0.022466,0.051760,0.045282,0.003306,0.146967,0.016701,0.006235,0.003696,0.024139,0.008031,0.065209,0.021587,0.006133,0.028262,0.028379,0.017707,0.050545,
1000000,0.095800,0.046809,0.223231,0.113938,0.008368,0.314382,0.028249,0.012707,0.009458,0.079855,0.018685,0.135688,0.039802,0.013449,0.052543,0.062500,0.035392,0.107050,
Tempo Total,196.529327
Tempo Médio Total,0.272957
